TYPE,ROADSECT_NAME,SECT10,SECT10_NAME,ROADSECT_FROM,ROAD_NO,ROADSECT_TO,ROADSECT_ID,ROADLENGTH,DIRNAME,JAM_SPEED
3,科苑南路,3,南山区,创业路(南山),1303,滨海大道,130305,1027,南-北,20
3,科苑南路,3,南山区,滨海大道,1303,高新南十道,130306,631,南-北,20
3,科苑南路,3,南山区,高新南十道,1303,白石路,130307,635,南-北,20
3,科苑南路,3,南山区,白石路,1303,深南大道,130308,846,南-北,20
3,科苑南路,3,南山区,深南大道,1304,白石路,130401,846,北-南,20
3,科苑南路,3,南山区,白石路,1304,高新南十道,130402,635,北-南,20
3,科苑南路,3,南山区,高新南十道,1304,滨海大道,130403,644,北-南,20
3,科苑南路,3,南山区,滨海大道,1304,创业路(南山),130404,1056,北-南,20
3,科苑南路,3,南山区,创业路(南山),1304,东滨路,130405,779,北-南,20
3,科苑南路,3,南山区,东滨路,1304,工业八路,130406,524,北-南,20
3,科苑南路,3,南山区,工业八路,1304,招商东路,130407,752,北-南,20
3,科苑南路,3,南山区,招商东路,1304,望海路,130408,694,北-南,20
3,龙珠大道,3,南山区,北环大道,1311,龙珠八路,131101,1127,东-西,20
3,龙珠大道,3,南山区,龙珠八路,1311,龙珠四路,131102,983,东-西,20
3,龙珠大道,3,南山区,龙珠四路,1311, 龙珠三路,131103,1093,东-西,20
3,龙珠大道,3,南山区,龙珠三路,1311,沙河西路,131104,1067,东-西,20
3,龙珠大道,3,南山区,沙河西路,1312, 龙珠三路,131201,1057,西-东,20
3,龙珠大道,3,南山区,龙珠三路,1312,龙珠四路,131202,1084,西-东,20
3,龙珠大道,3,南山区,龙珠四路,1312,龙珠八路,131203,1142,西-东,20
3,龙珠大道,3,南山区,龙珠八路,1312,北环大道,131204,237,西-东,20
3,留仙大道,9,龙华区,梅龙路,1321,新区大道,132101,1106,东-西,20
3,留仙大道,9,龙华区,新区大道,1321,福龙路,132102,1335,东-西,20
3,留仙大道,3,南山区,福龙路,1321,丽水路,132103,6619,东-西,20
3,留仙大道,3,南山区,丽水路,1321,学苑大道,132104,5299,东-西,20
3,留仙大道,3,南山区,学苑大道,1321,沙河西路,132105,595,东-西,20
3,留仙大道,3,南山区,沙河西路,1321,同发路,132106,1078,东-西,20
3,留仙大道,3,南山区,同发路,1321,留仙三路,132107,1454,东-西,20
3,留仙大道,3,南山区,留仙三路,1322,同发路,132201,1453,西-东,20
3,留仙大道,3,南山区,同发路,1322,沙河西路,132202,1076,西-东,20
3,留仙大道,3,南山区,沙河西路,1322,学苑大道,132203,579,西-东,20
3,留仙大道,3,南山区,学苑大道,1322,丽水路,132204,5050,西-东,20
3,留仙大道,3,南山区,丽水路,1322,福龙路,132205,7156,西-东,20
3,留仙大道,9,龙华区,福龙路,1322,新区大道,132206,1386,西-东,20
3,留仙大道,9,龙华区,新区大道,1322,梅龙路,132207,1052,西-东,20
3,松白路,3,南山区,沙河西路,1333,宝石路,133301,2131,南-北,20
3,松白路,5,宝安区,宝石路,1333,塘头大道,133302,1329,南-北,20
3,松白路,5,宝安区,塘头大道,1333,机荷高速公路,133303,1139,南-北,20
3,松白路,5,宝安区,机荷高速公路,1333,洲石公路,133304,1258,南-北,20
3,松白路,5,宝安区,洲石公路,1333,爱群路,133305,1484,南-北,20
4,松白路,5,宝安区,爱群路,1333,石岩北环路,133306,1675,南-北,15
3,松白路,7,光明新区,石岩北环路,1333,玉昌东路,133307,2373,南-北,20
3,松白路,7,光明新区,玉昌东路,1333,光侨大道,133308,1050,南-北,20
3,松白路,7,光明新区,光侨大道,1333,光明大道,133309,1354,南-北,20
3,松白路,7,光明新区,光明大道,1333,周家路,133310,2527,南-北,20
3,松白路,7,光明新区,周家路,1333,南环大道,133311,890,南-北,20
3,松白路,7,光明新区,南环大道,1333,红花中路,133312,774,南-北,20
3,松白路,7,光明新区,红花中路,1333,长春南路,133313,749,南-北,20
3,松白路,7,光明新区,长春南路,1333,金安路,133314,368,南-北,20
3,松白路,7,光明新区,金安路,1333,马田路,133315,1229,南-北,20
3,松白路,7,光明新区,马田路,1333,西环大道,133316,844,南-北,20
3,松白路,7,光明新区,西环大道,1333,松岗大道,133317,1639,南-北,20
3,松白路,5,宝安区,松岗大道,1333,广深公路,133318,1364,南-北,20
3,松白路,5,宝安区,广深公路,1334,松岗大道,133401,1375,北-南,20
3,松白路,7,光明新区,松岗大道,1334,西环大道,133402,1635,北-南,20
3,松白路,7,光明新区,西环大道,1334,马田路,133403,829,北-南,20
3,松白路,7,光明新区,马田路,1334,金安路,133404,1236,北-南,20
3,松白路,7,光明新区,金安路,1334,长春南路,133405,366,北-南,20
3,松白路,7,光明新区,长春南路,1334,红花中路,133406,731,北-南,20
3,松白路,7,光明新区,红花中路,1334,南环大道,133407,789,北-南,20
3,松白路,7,光明新区,南环大道,1334,周家路,133408,852,北-南,20
3,松白路,7,光明新区,周家路,1334,光明大道,133409,2570,北-南,20
3,松白路,7,光明新区,光明大道,1334,光侨大道,133410,1327,北-南,20
3,松白路,7,光明新区,光侨大道,1334,玉昌东路,133411,1062,北-南,20
3,松白路,7,光明新区,玉昌东路,1334,石岩北环路,133412,2345,北-南,20
4,松白路,5,宝安区,石岩北环路,1334,爱群路,133413,2005,北-南,15
3,松白路,5,宝安区,爱群路,1334,洲石公路,133414,1608,北-南,20
3,松白路,5,宝安区,洲石公路,1334,机荷高速公路,133415,1672,北-南,20
3,松白路,5,宝安区,机荷高速公路,1334,塘头大道,133416,606,北-南,20
3,松白路,5,宝安区,塘头大道,1334,宝石路,133417,1351,北-南,20
3,松白路,3,南山区,宝石路,1334,沙河西路,133418,2127,北-南,20
3,同乐路,3,南山区,南海大道,1343,茶光路,134301,491,南-北,20
3,同乐路,3,南山区,茶光路,1343,二号路,134302,949,南-北,20
3,同乐路,3,南山区,二号路,1343,留仙大道,134303,567,南-北,20
3,同乐路,3,南山区,留仙大道,1343,沙河西路,134304,2954,南-北,20
3,同乐路,3,南山区,沙河西路,1344,留仙大道,134401,2969,北-南,20
3,同乐路,3,南山区,留仙大道,1344,二号路,134402,569,北-南,20
3,同乐路,3,南山区,二号路,1344,茶光路,134403,955,北-南,20
3,同乐路,3,南山区,茶光路,1344,南海大道,134404,488,北-南,20
3,科苑北路,3,南山区,深南大道,1363,科华路,136301,719,南-北,20
3,科苑北路,3,南山区,科华路,1363,北环大道,136302,553,南-北,20
3,科苑北路,3,南山区,北环大道,1363,朗山路,136303,556,南-北,20
3,科苑北路,3,南山区,朗山路,1363,广深高速公路,136304,510,南-北,20
3,科苑北路,3,南山区,广深高速公路,1364,朗山路,136401,511,北-南,20
3,科苑北路,3,南山区,朗山路,1364,北环大道,136402,556,北-南,20
3,科苑北路,3,南山区,北环大道,1364,科华路,136403,550,北-南,20
3,科苑北路,3,南山区,科华路,1364,深南大道,136404,723,北-南,20
3,桃园路,3,南山区,南海大道,1381,南山大道,138101,738,东-西,20
3,桃园路,3,南山区,南山大道,1381,南新路,138102,595,东-西,20
3,桃园路,3,南山区,南新路,1381,前海路,138103,409,东-西,20
3,桃园路,3,南山区,前海路,1381,月亮湾大道,138104,575,东-西,20
3,桃园路,3,南山区,月亮湾大道,1382,前海路,138201,576,西-东,20
3,桃园路,3,南山区,前海路,1382,南新路,138202,407,西-东,20
3,桃园路,3,南山区,南新路,1382,南山大道,138203,596,西-东,20
3,桃园路,3,南山区,南山大道,1382,南海大道,138204,735,西-东,20
3,桂庙路,3,南山区,南山大道,1391,南新路,139101,452,东-西,20
3,桂庙路,3,南山区,南新路,1391,前海路,139102,511,东-西,20
3,桂庙路,3,南山区,前海路,1391,月亮湾大道,139103,496,东-西,20
3,桂庙路,3,南山区,月亮湾大道,1392,前海路,139201,508,西-东,20
3,桂庙路,3,南山区,前海路,1392,南新路,139202,502,西-东,20
3,桂庙路,3,南山区,南新路,1392,南山大道,139203,442,西-东,20
3,东滨路,3,南山区,沙河西路,1401,科苑大道,140101,576,东-西,20
3,东滨路,3,南山区,科苑大道,1401,后海滨路,140102,593,东-西,20
3,东滨路,3,南山区,后海滨路,1401,后海大道,140103,595,东-西,20
3,东滨路,3,南山区,后海大道,1401,南海大道,140104,859,东-西,20
3,东滨路,3,南山区,南海大道,1401,南光路,140105,722,东-西,20
3,东滨路,3,南山区,南光路,1401,南山大道,140106,436,东-西,20
3,东滨路,3,南山区,南山大道,1401,前海路,140107,793,东-西,20
3,东滨路,3,南山区,前海路,1401,月亮湾大道,140108,368,东-西,20
3,东滨路,3,南山区,月亮湾大道,1402,前海路,140201,366,西-东,20
3,东滨路,3,南山区,前海路,1402,南山大道,140202,803,西-东,20
3,东滨路,3,南山区,南山大道,1402,南光路,140203,429,西-东,20
4,周家路,7,光明新区,将石路,5954,松白路,595401,1161,北-南,15
4,风景路,7,光明新区,松白路,5961,创业路(公明),596101,323,东-西,15
4,风景路,7,光明新区,创业路(公明),5962,松白路,596201,325,西-东,15
3,光祖北路,8,坪山区,丹梓大道,5973,吉祥路,597301,891,南-北,20
3,光祖北路,8,坪山区,吉祥路,5973,龙兴南路,597302,716,南-北,20
3,光祖北路,8,坪山区,龙兴南路,5974,吉祥路,597401,716,北-南,20
3,光祖北路,8,坪山区,吉祥路,5974,丹梓大道,597402,891,北-南,20
3,金牛路,8,坪山区,金牛东路,5981,荔景南路,598101,1848,东-西,20
3,金牛路,8,坪山区,荔景南路,5981,金牛西路,598102,2356,东-西,20
3,金牛路,8,坪山区,金牛西路,5982,荔景南路,598201,2323,西-东,20
3,金牛路,8,坪山区,荔景南路,5982,金牛东路,598202,1864,西-东,20
3,兰景北路,8,坪山区,兰景路,5993,吉祥路,599301,210,南-北,20
3,兰景北路,8,坪山区,吉祥路,5994,兰景路,599401,198,北-南,20
3,荔景南路,8,坪山区,金田路(坪山),6003,金牛路,600301,1847,南-北,20
3,荔景南路,8,坪山区,金牛路,6003,荔景北路,600302,754,南-北,20
3,荔景南路,8,坪山区,荔景北路,6004,金牛路,600401,734,北-南,20
3,荔景南路,8,坪山区,金牛路,6004,金田路(坪山),600402,1864,北-南,20
3,龙兴南路,8,坪山区,坪山大道,6013,龙兴北路,601301,1247,南-北,20
3,龙兴南路,8,坪山区,龙兴北路,6014,坪山大道,601401,1247,北-南,20
3,绿梓大道,8,坪山区,兰竹路,6023,丹梓大道,602301,1586,南-北,20
3,绿梓大道,8,坪山区,丹梓大道,6023,吉康路,602302,800,南-北,20
3,绿梓大道,8,坪山区,吉康路,6024,丹梓大道,602401,1046,北-南,20
3,绿梓大道,8,坪山区,丹梓大道,6024,兰竹路,602402,1354,北-南,20
3,马峦路,8,坪山区,比亚迪路,6033,东纵路,603301,642,南-北,20
3,马峦路,8,坪山区,东纵路,6034,比亚迪路,603401,640,北-南,20
4,乌石路,8,坪山区,坪山大道,6043,深汕高速公路,604301,1331,南-北,15
4,乌石路,8,坪山区,深汕高速公路,6044,坪山大道,604401,1331,北-南,15
3,金牛东路,8,坪山区,创景路,6061,金牛路,606101,2195,东-西,20
3,金牛东路,8,坪山区,金牛路,6062,创景路,606201,2189,西-东,20
3,兰景路,8,坪山区,兰景中路,6073,青松西路,607301,666,南-北,20
3,兰景路,8,坪山区,青松西路,6073,锦绣西路,607302,503,南-北,20
3,兰景路,8,坪山区,锦绣西路,6073,丹梓大道,607303,794,南-北,20
3,兰景路,8,坪山区,丹梓大道,6073,兰景北路,607304,558,南-北,20
3,兰景路,8,坪山区,兰景北路,6074,丹梓大道,607401,576,北-南,20
3,兰景路,8,坪山区,丹梓大道,6074,锦绣西路,607402,781,北-南,20
3,兰景路,8,坪山区,锦绣西路,6074,青松西路,607403,500,北-南,20
3,兰景路,8,坪山区,青松西路,6074,兰景中路,607404,663,北-南,20
3,金牛西路,8,坪山区,金牛路,6083,坪山大道,608301,503,南-北,20
3,金牛西路,8,坪山区,坪山大道,6084,金牛路,608401,500,北-南,20
3,荔景北路,8,坪山区,荔景南路,6093,锦绣西路,609301,881,南-北,20
3,荔景北路,8,坪山区,锦绣西路,6093,丹梓大道,609302,530,南-北,20
3,荔景北路,8,坪山区,丹梓大道,6094,锦绣西路,609401,535,北-南,20
3,荔景北路,8,坪山区,锦绣西路,6094,荔景南路,609402,871,北-南,20
3,比亚迪路,8,坪山区,创景路,6101,坪葵路,610101,1412,东-西,20
3,比亚迪路,8,坪山区,坪葵路,6101,龙新路,610102,1451,东-西,20
3,比亚迪路,8,坪山区,龙新路,6101,民强路,610103,969,东-西,20
3,比亚迪路,8,坪山区,民强路,6101,江岭街,610104,791,东-西,20
3,比亚迪路,8,坪山区,江岭街,6101,坪马线公路,610105,618,东-西,20
3,比亚迪路,8,坪山区,坪马线公路,6101,坪山大道,610106,1478,东-西,20
3,比亚迪路,8,坪山区,坪山大道,6102,坪马线公路,610201,1492,西-东,20
3,比亚迪路,8,坪山区,坪马线公路,6102,江岭街,610202,616,西-东,20
3,比亚迪路,8,坪山区,江岭街,6102,民强路,610203,880,西-东,20
3,比亚迪路,8,坪山区,民强路,6102,龙新路,610204,661,西-东,20
3,比亚迪路,8,坪山区,龙新路,6102,坪葵路,610205,1664,西-东,20
3,比亚迪路,8,坪山区,坪葵路,6102,创景路,610206,1429,西-东,20
3,东纵路,8,坪山区,东纵路,6111,龙新路,611101,830,东-西,20
3,东纵路,8,坪山区,龙新路,6111,民强路,611102,893,东-西,20
3,东纵路,8,坪山区,民强路,6111,江岭街,611103,686,东-西,20
3,东纵路,8,坪山区,江岭街,6111,马峦路,611104,572,东-西,20
3,东纵路,8,坪山区,马峦路,6111,坪山大道,611105,917,东-西,20
3,东纵路,8,坪山区,坪山大道,6111,深汕路,611106,1027,东-西,20
3,东纵路,8,坪山区,深汕路,6112,坪山大道,611201,1043,西-东,20
3,东纵路,8,坪山区,坪山大道,6112,马峦路,611202,917,西-东,20
3,东纵路,8,坪山区,马峦路,6112,江岭街,611203,577,西-东,20
3,东纵路,8,坪山区,江岭街,6112,民强路,611204,687,西-东,20
3,东纵路,8,坪山区,民强路,6112,龙新路,611205,886,西-东,20
3,东纵路,8,坪山区,龙新路,6112,东纵路,611206,828,西-东,20
3,兰竹路,8,坪山区,青兰二路,6121,创景路,612101,1439,东-西,20
3,兰竹路,8,坪山区,创景路,6121,翠景路,612102,763,东-西,20
3,兰竹路,8,坪山区,翠景路,6121,兰景路,612103,510,东-西,20
3,兰竹路,8,坪山区,兰景路,6121,绿荫北路,612104,1005,东-西,20
3,兰竹路,8,坪山区,绿荫北路,6121,荔景北路,612105,683,东-西,20
3,兰竹路,8,坪山区,荔景北路,6121,坪山大道,612106,1684,东-西,20
3,兰竹路,8,坪山区,坪山大道,6122,荔景北路,612201,1682,西-东,20
3,兰竹路,8,坪山区,荔景北路,6122,绿荫北路,612202,687,西-东,20
3,兰竹路,8,坪山区,绿荫北路,6122,兰景路,612203,995,西-东,20
3,兰竹路,8,坪山区,兰景路,6122,翠景路,612204,523,西-东,20
3,兰竹路,8,坪山区,翠景路,6122,创景路,612205,793,西-东,20
3,兰竹路,8,坪山区,创景路,6122,青兰二路,612206,1412,西-东,20
3,丹梓大道,8,坪山区,金沙路(坑梓),6131,宝梓中路,613101,3165,东-西,20
3,丹梓大道,8,坪山区,宝梓中路,6131,光祖北路,613102,865,东-西,20
3,丹梓大道,8,坪山区,光祖北路,6131,兰景路,613103,182,东-西,20
3,丹梓大道,8,坪山区,兰景路,6131,绿梓大道,613104,567,东-西,20
3,丹梓大道,8,坪山区,绿梓大道,6131,绿荫北路,613105,676,东-西,20
3,丹梓大道,8,坪山区,绿荫北路,6131,荔景北路,613106,385,东-西,20
3,丹梓大道,8,坪山区,荔景北路,6131,丹梓西路,613107,924,东-西,20
3,丹梓大道,8,坪山区,丹梓西路,6132,荔景北路,613201,944,西-东,20
3,丹梓大道,8,坪山区,荔景北路,6132,绿荫北路,613202,386,西-东,20
3,丹梓大道,8,坪山区,绿荫北路,6132,绿梓大道,613203,766,西-东,20
3,丹梓大道,8,坪山区,绿梓大道,6132,兰景路,613204,488,西-东,20
3,丹梓大道,8,坪山区,兰景路,6132,光祖北路,613205,172,西-东,20
3,丹梓大道,8,坪山区,光祖北路,6132,宝梓中路,613206,863,西-东,20
3,丹梓大道,8,坪山区,宝梓中路,6132,金沙路(坑梓),613207,3168,西-东,20
3,坪山大道,8,坪山区,金碧路(坪山),6153,汤坑路,615301,3088,南-北,20
3,坪山大道,8,坪山区,汤坑路,6153,锦龙大道,615302,2894,南-北,20
3,坪山大道,8,坪山区,锦龙大道,6153,比亚迪路,615303,1091,南-北,20
3,坪山大道,8,坪山区,比亚迪路,6153,东纵路,615304,742,南-北,20
3,坪山大道,8,坪山区,东纵路,6153,深汕路,615305,412,南-北,20
3,坪山大道,8,坪山区,深汕路,6153,金牛西路,615306,1276,南-北,20
3,坪山大道,8,坪山区,金牛西路,6153,兰竹路,615307,678,南-北,20
3,坪山大道,8,坪山区,兰竹路,6153,丹梓大道,615308,1241,南-北,20
3,坪山大道,8,坪山区,丹梓大道,6153,盘龙路,615309,987,南-北,20
3,坪山大道,8,坪山区,盘龙路,6153,吉康路,615310,710,南-北,20
3,坪山大道,8,坪山区,吉康路,6153,龙兴南路,615311,1818,南-北,20
3,坪山大道,8,坪山区,龙兴南路,6153,乌石路,615312,1081,南-北,20
3,坪山大道,8,坪山区,乌石路,6153,宝梓北路,615313,542,南-北,20
3,坪山大道,8,坪山区,宝梓北路,6153,金沙路(坑梓),615314,1955,南-北,20
3,坪山大道,8,坪山区,金沙路(坑梓),6153,人民东路,615315,621,南-北,20
3,坪山大道,8,坪山区,人民东路,6153,白云一路,615316,1299,南-北,20
3,坪山大道,8,坪山区,白云一路,6154,人民东路,615401,1298,北-南,20
3,坪山大道,8,坪山区,人民东路,6154,金沙路(坑梓),615402,793,北-南,20
3,坪山大道,8,坪山区,金沙路(坑梓),6154,宝梓北路,615403,1790,北-南,20
3,坪山大道,8,坪山区,宝梓北路,6154,乌石路,615404,534,北-南,20
3,坪山大道,8,坪山区,乌石路,6154,龙兴南路,615405,1084,北-南,20
3,坪山大道,8,坪山区,龙兴南路,6154,吉康路,615406,1825,北-南,20
3,坪山大道,8,坪山区,吉康路,6154,盘龙路,615407,717,北-南,20
3,坪山大道,8,坪山区,盘龙路,6154,丹梓大道,615408,1025,北-南,20
3,坪山大道,8,坪山区,丹梓大道,6154,兰竹路,615409,1211,北-南,20
3,坪山大道,8,坪山区,兰竹路,6154,金牛西路,615410,669,北-南,20
3,坪山大道,8,坪山区,金牛西路,6154,深汕路,615411,1276,北-南,20
3,坪山大道,8,坪山区,深汕路,6154,东纵路,615412,410,北-南,20
3,坪山大道,8,坪山区,东纵路,6154,比亚迪路,615413,739,北-南,20
3,坪山大道,8,坪山区,比亚迪路,6154,锦龙大道,615414,1094,北-南,20
3,坪山大道,8,坪山区,锦龙大道,6154,汤坑路,615415,2877,北-南,20
3,坪山大道,8,坪山区,汤坑路,6154,金碧路(坪山),615416,3085,北-南,20
4,宝梓北路,8,坪山区,人民路(坑梓),6163,坪山大道,616301,418,南-北,15
4,宝梓北路,8,坪山区,坪山大道,6164,人民路(坑梓),616401,418,北-南,15
4,宝梓南路,8,坪山区,锦绣西路,6173,人民路(坑梓),617301,538,南-北,15
4,宝梓南路,8,坪山区,人民路(坑梓),6174,锦绣西路,617401,541,北-南,15
4,创景路,8,坪山区,金田路(坪山),6193,金牛东路,619301,2030,南-北,15
4,创景路,8,坪山区,金牛东路,6193,兰竹路,619302,708,南-北,15
4,创景路,8,坪山区,兰竹路,6194,金牛东路,619401,698,北-南,15
4,创景路,8,坪山区,金牛东路,6194,金田路(坪山),619402,2041,北-南,15
4,翠景路,8,坪山区,金牛东路,6203,兰竹路,620301,803,南-北,15
4,翠景路,8,坪山区,兰竹路,6203,青松西路,620302,855,南-北,15
4,翠景路,8,坪山区,青松西路,6203,锦绣西路,620303,719,南-北,15
4,翠景路,8,坪山区,锦绣西路,6203,丹梓大道,620304,667,南-北,15
4,翠景路,8,坪山区,丹梓大道,6204,锦绣西路,620401,672,北-南,15
4,翠景路,8,坪山区,锦绣西路,6204,青松西路,620402,715,北-南,15
4,翠景路,8,坪山区,青松西路,6204,兰竹路,620403,845,北-南,15
4,翠景路,8,坪山区,兰竹路,6204,金牛东路,620404,802,北-南,15
4,东门大街,8,坪山区,东纵路,6213,东门大街,621301,220,南-北,15
4,东门大街,8,坪山区,东门大街,6214,东纵路,621401,220,北-南,15
4,东胜街,8,坪山区,东门大街,6223,建设路(坪山),622301,325,南-北,15
4,东胜街,8,坪山区,建设路(坪山),6224,东门大街,622401,325,北-南,15
4,二六零乡道,8,坪山区,乌石路,6241,龙兴南路,624101,1202,东-西,15
4,二六零乡道,8,坪山区,龙兴南路,6242,乌石路,624201,1202,西-东,15
4,吉康路,8,坪山区,宝梓中路,6261,吉祥路,626101,742,东-西,15
4,吉康路,8,坪山区,吉祥路,6261,坪山大道,626102,1313,东-西,15
4,吉康路,8,坪山区,坪山大道,6262,吉祥路,626201,1313,西-东,15
4,吉康路,8,坪山区,吉祥路,6262,宝梓中路,626202,742,西-东,15
4,江岭街,8,坪山区,比亚迪路,6273,东纵路,627301,2286,南-北,15
4,江岭街,8,坪山区,东纵路,6274,比亚迪路,627401,2286,北-南,15
4,锦龙四路,6,龙岗区,宝龙大道,6281,南同大道,628101,752,东-西,15
4,锦龙四路,6,龙岗区,南同大道,6282,宝龙大道,628201,753,西-东,15
4,锦绣东路,8,坪山区,石化大道西,6291,锦绣中路,629101,2822,东-西,15
4,锦绣东路,8,坪山区,锦绣中路,6292,石化大道西,629201,2815,西-东,15
4,锦绣西路,8,坪山区,绿荫北路,6301,坪山大道,630101,1592,东-西,15
4,锦绣西路,8,坪山区,坪山大道,6302,绿荫北路,630201,1592,西-东,15
4,兰景中路,8,坪山区,金牛东路,6313,兰竹路,631301,861,南-北,15
4,兰景中路,8,坪山区,兰竹路,6314,金牛东路,631401,863,北-南,15
4,立新西路,8,坪山区,建设路(坪山),6323,三洋湖路,632301,443,南-北,15
4,立新西路,8,坪山区,三洋湖路,6324,建设路(坪山),632401,443,北-南,15
4,龙新路,8,坪山区,比亚迪路,6333,东纵路,633301,520,南-北,15
4,龙新路,8,坪山区,东纵路,6334,比亚迪路,633401,520,北-南,15
4,绿荫北路,8,坪山区,兰竹路,6343,丹梓大道,634301,1980,南-北,15
4,绿荫北路,8,坪山区,丹梓大道,6344,兰竹路,634401,1980,北-南,15
4,民强路,8,坪山区,比亚迪路,6353,东纵路,635301,657,南-北,15
4,民强路,8,坪山区,东纵路,6354,比亚迪路,635401,657,北-南,15
4,乾远路,8,坪山区,沙坑路,6361,新沙路,636101,982,东-西,15
4,乾远路,8,坪山区,新沙路,6362,沙坑路,636201,982,西-东,15
4,青兰二路,8,坪山区,兰竹路,6373,青松西路,637301,798,南-北,15
4,青兰二路,8,坪山区,青松西路,6374,兰竹路,637401,798,北-南,15
4,青兰一路,8,坪山区,兰竹路,6383,青松西路,638301,809,南-北,15
4,青兰一路,8,坪山区,青松西路,6384,兰竹路,638401,809,北-南,15
4,青松西路,8,坪山区,青兰二路,6401,青兰一路,640101,634,东-西,15
4,青松西路,8,坪山区,青兰一路,6401,翠景路,640102,856,东-西,15
4,青松西路,8,坪山区,翠景路,6401,兰景路,640103,522,东-西,15
4,青松西路,8,坪山区,兰景路,6402,翠景路,640201,521,西-东,15
4,青松西路,8,坪山区,翠景路,6402,青兰一路,640202,853,西-东,15
4,青松西路,8,坪山区,青兰一路,6402,青兰二路,640203,634,西-东,15
4,清风大道,6,龙岗区,宝龙七路,6411,宝龙五路,641101,806,东-西,15
4,清风大道,6,龙岗区,宝龙五路,6411,宝龙三路,641102,777,东-西,15
4,清风大道,6,龙岗区,宝龙三路,6411,宝龙一路,641103,755,东-西,15
4,清风大道,6,龙岗区,宝龙一路,6411,宝坪路,641104,911,东-西,15
4,清风大道,6,龙岗区,宝坪路,6412,宝龙一路,641201,994,西-东,15
4,清风大道,6,龙岗区,宝龙一路,6412,宝龙三路,641202,755,西-东,15
4,清风大道,6,龙岗区,宝龙三路,6412,宝龙五路,641203,777,西-东,15
4,清风大道,6,龙岗区,宝龙五路,6412,宝龙七路,641204,806,西-东,15
4,三洋湖路,8,坪山区,东纵路,6423,立新西路,642301,759,南-北,15
4,三洋湖路,8,坪山区,立新西路,6424,东纵路,642401,759,北-南,15
4,沙新路,8,坪山区,比亚迪路,6463,东纵路,646301,552,南-北,15
4,沙新路,8,坪山区,东纵路,6464,比亚迪路,646401,552,北-南,15
4,汤坑路,8,坪山区,横坪公路(横岗),6483,金碧路(坪山),648301,749,南-北,15
4,汤坑路,8,坪山区,金碧路(坪山),6484,横坪公路(横岗),648401,749,北-南,15
4,同裕路,8,坪山区,黄竹坑路,6491,汤坑路,649101,1723,东-西,15
4,同裕路,8,坪山区,汤坑路,6492,黄竹坑路,649201,1723,西-东,15
4,行政八路,8,坪山区,坪山大道,6501,新和四路,650101,500,东-西,15
4,行政八路,8,坪山区,新和四路,6502,坪山大道,650201,509,西-东,15
4,新和四路,8,坪山区,行政八路,6513,丹梓西路,651301,641,南-北,15
4,新和四路,8,坪山区,丹梓西路,6514,行政八路,651401,641,北-南,15
4,秀沙路,8,坪山区,坪山大道,6523,深汕高速公路,652301,1135,南-北,15
4,秀沙路,8,坪山区,深汕高速公路,6524,坪山大道,652401,1135,北-南,15
3,布龙公路,9,龙华区,布龙路,6553,华旺路,655301,1196,南-北,20
3,布龙公路,9,龙华区,华旺路,6553,华兴路,655302,1249,南-北,20
3,布龙公路,9,龙华区,华兴路,6553,龙大高速公路,655303,540,南-北,20
3,布龙公路,9,龙华区,龙大高速公路,6554,华兴路,655401,594,北-南,20
3,布龙公路,9,龙华区,华兴路,6554,华旺路,655402,1232,北-南,20
3,布龙公路,9,龙华区,华旺路,6554,布龙路,655403,1196,北-南,20
3,工业西路,9,龙华区,龙观路,6573,工业路,657301,215,南-北,20
3,工业西路,9,龙华区,工业路,6574,龙观路,657401,201,北-南,20
3,观景路,9,龙华区,观平路,6583,观光路,658301,1243,南-北,20
3,观景路,9,龙华区,观光路,6584,观平路,658401,1241,北-南,20
3,华清大道,9,龙华区,清华东路,6591,和平路(龙华),659101,456,东-西,20
3,华清大道,9,龙华区,和平路(龙华),6591,龙观东路,659102,507,东-西,20
3,华清大道,9,龙华区,龙观东路,6592,和平路(龙华),659201,506,西-东,20
3,华清大道,9,龙华区,和平路(龙华),6592,清华东路,659202,456,西-东,20
3,龙观东路,9,龙华区,龙观路,6603,清泉路,660301,495,南-北,20
3,龙观东路,9,龙华区,清泉路,6603,清湖路,660302,711,南-北,20
3,龙观东路,9,龙华区,清湖路,6603,华清大道,660303,324,南-北,20
3,龙观东路,9,龙华区,华清大道,6604,清湖路,660402,361,北-南,20
3,龙观东路,9,龙华区,清湖路,6604,清泉路,660403,667,北-南,20
3,龙观东路,9,龙华区,清泉路,6604,龙观路,660404,482,北-南,20
3,梅坂大道,9,龙华区,梅龙路,6613,五和大道,661301,838,南-北,20
3,梅坂大道,9,龙华区,五和大道,6614,梅龙路,661401,886,北-南,20
3,梅龙大道,9,龙华区,东环一路,6623,东环二路,662301,762,南-北,20
3,梅龙大道,9,龙华区,东环二路,6623,清泉路,662302,419,南-北,20
3,梅龙大道,9,龙华区,清泉路,6623,清湖路,662303,1366,南-北,20
3,梅龙大道,9,龙华区,清湖路,6623,清华东路,662304,507,南-北,20
3,梅龙大道,9,龙华区,清华东路,6624,清湖路,662401,511,北-南,20
3,梅龙大道,9,龙华区,清湖路,6624,清泉路,662402,1360,北-南,20
3,梅龙大道,9,龙华区,清泉路,6624,东环二路,662403,419,北-南,20
3,梅龙大道,9,龙华区,东环二路,6624,东环一路,662404,767,北-南,20
